title,type,titlereleased,rating,actors,director,category,imdb,runtime,description,language,actor_0,actor_1,actor_2,actor_3,actor_4,actor_5,actor_6,actor_7,actor_8,actor_9,actor_10,actor_11,actor_12,actor_13,actor_14,actor_15,actor_16,actor_17,actor_18,actor_19,actor_20,director_0,director_1,director_2,director_3,director_4,director_5,category_0,category_1,category_2,category_3,category_4,category_5,category_6,category_7
Happy New Year,Movie,2014,TV-14,"Shah Rukh Khan, Deepika Padukone, Abhishek Bachchan, Sonu Sood",Farah Khan,,5.0,178 minutes,A revenge-seeking diamond thief gathers a ragtag crew to infiltrate a Dubai hotel hosting a dance contest. But first they have to learn how to dance.,Hindi,Shah Rukh Khan,Deepika Padukone,Abhishek Bachchan,Sonu Sood,,,,,,,,,,,,,,,,,,Farah Khan,,,,,,,,,,,,,
Happy Old Year,Movie,2019,TV-MA,"Chutimon Chuengcharoensukying, Sunny Suwanmethanont, Sarika Sartsilpsupa, Thirawat Ngosawang",Nawapol Thamrongrattanarit,,7.5,113 minutes,"While decluttering her home, a woman’s hefty house renovation leads her back to the past when she uncovers her ex-boyfriend’s belongings.",Thai,Chutimon Chuengcharoensukying,Sunny Suwanmethanont,Sarika Sartsilpsupa,Thirawat Ngosawang,,,,,,,,,,,,,,,,,,Nawapol Thamrongrattanarit,,,,,,,,,,,,,
Har Kisse Ke Hisse: Kaamyaab,Movie,2020,TV-14,"Sanjay Mishra, Deepak Dobriyal, Sarika Singh, Isha Talwar",Hardik Mehta,,,104 minutes,"After a career of thankless credits, a retired actor returns for a long-awaited leading role but finds he is utterly unprepared for new-age filmmaking.",Hindi,Sanjay Mishra,Deepak Dobriyal,Sarika Singh,Isha Talwar,,,,,,,,,,,,,,,,,,Hardik Mehta,,,,,,,,,,,,,
Hard Kill,Movie,2020,R,"Jesse Metcalfe, Bruce Willis, Lala Kent, Natalie Eva Marie",Matt Eskandari,"Action, Thriller",,98 min,"When a billionaire hires a team of mercenaries for protection, they soon realize world-changing technology and his daughter's life are also at stake.",English,Jesse Metcalfe,Bruce Willis,Lala Kent,Natalie Eva Marie,,,,,,,,,,,,,,,,,,Matt Eskandari,,,,,,Action,Thriller,,,,,,
Hard Lessons,Movie,1986,TV-PG,"Denzel Washington, Lynn Whitfield, Richard Masur, Akosua Busia",Eric Laneuville,,6.1,93 minutes,"This drama based on real-life events tells the story of George McKenna, the tough, determined new principal of a notorious Los Angeles high school.",English,Denzel Washington,Lynn Whitfield,Richard Masur,Akosua Busia,,,,,,,,,,,,,,,,,,Eric Laneuville,,,,,,,,,,,,,
Hardcore Henry ,Movie,2015,R,"Sharlto Copley, Danila Kozlovsky, Haley Bennett, Tim Roth",Ilya Naishuller,"Action, Adventure, Sci-Fi, Thriller",,96 min,"Shot entirely like a first-person shooter video game, this film tracks Henry, a cyborg racing to save his wife from a villain with paranormal powers.",English,Sharlto Copley,Danila Kozlovsky,Haley Bennett,Tim Roth,,,,,,,,,,,,,,,,,,Ilya Naishuller,,,,,,Action,Adventure,Sci-Fi,Thriller,,,,
Hari Kondabolu: Warn Your Relatives,Movie,2018,TV-MA,Hari Kondabolu,Bobcat Goldthwait,,6.4,67 minutes,"Hari Kondabolu breaks down identity politics, celebrity encounters, his mango obsession and more in an unpredictable stand-up comedy special.",English,Hari Kondabolu,,,,,,,,,,,,,,,,,,,,,Bobcat Goldthwait,,,,,,,,,,,,,
Harith Iskander: I Told You So,Movie,2018,TV-14,Harith Iskander,Michael McKay,,4.5,61 minutes,"Malaysian stand-up comedy icon Harith Iskander takes the stage in Kuala Lumpur to talk about Singapore, a past girlfriend, Rick Astley and more.",English,Harith Iskander,,,,,,,,,,,,,,,,,,,,,Michael McKay,,,,,,,,,,,,,
Haroun ,Movie,2019,TV-MA,"Patrick Allard, René-Xavier Faivre-Pierret, Frédéric Lavachery, Jean-Christophe Sabroux",Eric Beauducel,Documentary,,76 mins,"In this playfully provocative set, French comedian Haroun examines modern society -- and wonders if humans have stopped evolving.",French,Patrick Allard,René-Xavier Faivre-Pierret,Frédéric Lavachery,Jean-Christophe Sabroux,,,,,,,,,,,,,,,,,,Eric Beauducel,,,,,,Documentary,,,,,,,
Hasan Minhaj: Homecoming King,Movie,2017,TV-MA,Hasan Minhaj,Christopher Storer,,8.3,72 minutes,"Comic Hasan Minhaj of ""The Daily Show"" shares personal stories about racism, immigrant parents, prom night horrors and more in this stand-up special.",English,Hasan Minhaj,,,,,,,,,,,,,,,,,,,,,Christopher Storer,,,,,,,,,,,,,
Hasan Minhaj: The King's Jester ,Movie,2022,TV-MA,Hasan Minhaj,Prashanth Venkataramanujam,Comedy,,60 min,"Hasan Minhaj shares his thoughts on fertility, fatherhood and freedom of speech in this follow-up to his award-winning comedy special ""Homecoming King.""",English,Hasan Minhaj,,,,,,,,,,,,,,,,,,,,,Prashanth Venkataramanujam,,,,,,Comedy,,,,,,,
Hasee Toh Phasee,Movie,2014,TV-14,"Sidharth Malhotra, Parineeti Chopra, Adah Sharma, Manoj Joshi",Vinil Mathew,,6.8,134 minutes,"Nikhil is tasked with keeping his fiancée's troublemaking sister, Meeta, from ruining his wedding. But in the process, the two become inseparable.",Hindi,Sidharth Malhotra,Parineeti Chopra,Adah Sharma,Manoj Joshi,,,,,,,,,,,,,,,,,,Vinil Mathew,,,,,,,,,,,,,
Haseen Dillruba ,Movie,2021,TV-MA,"Taapsee Pannu, Vikrant Massey, Harshvardhan Rane",Vinil Mathew,"Crime, Drama, Mystery",,135 min,"Under investigation as a suspect in her husband's murder, a wife reveals details of their thorny marriage that seem to only further blur the truth.",Hindi,Taapsee Pannu,Vikrant Massey,Harshvardhan Rane,,,,,,,,,,,,,,,,,,,Vinil Mathew,,,,,,Crime,Drama,Mystery,,,,,
Hate by Dani Rovira ,Movie,2021,TV-MA,Dani Rovira,Mario Briongos,Comedy,,82 min,"From his hometown of Málaga, Dani Rovira reflects on human beings' nonsensical hatred in this hilarious and unfiltered comedy special.",Spanish,Dani Rovira,,,,,,,,,,,,,,,,,,,,,Mario Briongos,,,,,,Comedy,,,,,,,
Hating Peter Tatchell ,Movie,2021,TV-MA,"Ian McKellen, Stephen Fry, Peter Tatchell, George Carey",Christopher Amos,Documentary,,91 min,This documentary follows gay rights activist Peter Tatchell from his early life to his fight for justice amid controversy and political turmoil.,English,Ian McKellen,Stephen Fry,Peter Tatchell,George Carey,,,,,,,,,,,,,,,,,,Christopher Amos,,,,,,Documentary,,,,,,,
